"","placement","civ","player","score"
"2215",2,"GREECE","bumbarcic",93
"2216",3,"ROME","lewis_laswell",57
"2217",4,"ENGLAND","Bot",42
"2218",5,"FRANCE","Bot",33
"2219",1,"CHINA","Unknown Player",116
"2220",2,"FRANCE","konso1",86
"2221",3,"ROME","archld",77
"2222",4,"GREECE","ddatl",37
"2223",5,"ENGLAND","mrevist",2
"2224",1,"GREECE","deroht",104
"2225",2,"FRANCE","simpleki",55
"2226",3,"ARABIA","Bot",23
"2227",4,"ENGLAND","Bot",1
"2228",1,"ENGLAND","michael8539",114
"2229",2,"FRANCE","Bot",52
"2230",3,"GREECE","ddatl",49
"2231",4,"EGYPT","Bot",11
"2232",1,"EGYPT","archld",114
"2233",2,"ENGLAND","Bot",88
"2234",3,"FRANCE","brunogaia_lac",72
"2235",4,"RUSSIA","Bot",46
"2236",1,"RUSSIA","dommjuan",131
"2237",2,"ENGLAND","michael8539",80
"2238",3,"AZTECS","Bot",21
"2239",4,"GREECE","Bot",4
"2240",1,"ROME",".marcel.f",137
"2241",2,"CHINA","Bot",65
"2242",3,"GREECE","jfmoyen",60
"2243",4,"ARABIA","Bot",13
"2244",5,"FRANCE","Bot",2
"2245",1,"ROME","tiekey",131
"2246",2,"CHINA","Moppedhupe|UTC+2",85
"2247",3,"FRANCE","brunogaia_lac",69
"2248",4,"RUSSIA","slovakia4106",33
"2249",5,"GREECE","Bot",8
"2250",1,"ENGLAND","cho.fr",100
"2251",2,"RUSSIA","Bot",60
"2252",3,"GREECE","zefyoco",58
"2253",4,"ARABIA","Bot",47
"2254",5,"ROME","Bot",46
"2255",6,"PERSIA","Bot",44
"2256",7,"AZTECS","Bot",36
"2257",1,"ENGLAND","jfmoyen",115
"2258",2,"ROME",".marcel.f",73
"2259",3,"PERSIA","Bot",58
"2260",4,"GREECE","Bot",52
"2261",5,"RUSSIA","Bot",42
"2262",6,"ARABIA","Bot",37
"2263",7,"EGYPT","Bot",3
"2264",1,"ENGLAND","michael8539",109
"2265",2,"FRANCE","brunogaia_lac",96
"2266",3,"AZTECS","Bot",42
"2267",4,"CHINA","Bot",32
"2268",5,"GREECE","Bot",5
"2269",1,"EGYPT","master_pain91",116
"2270",2,"FRANCE","brunogaia_lac",79
"2271",3,"ARABIA","Bot",34
"2272",4,"ROME","Bot",12
"2273",1,"PERSIA","romjiro",103
"2274",2,"ROME","_maros",83
"2275",3,"ENGLAND","Bot",46
"2276",4,"FRANCE","Bot",25
"2277",5,"GREECE","Bot",2
"2278",1,"ENGLAND","domdom233",119
"2279",2,"FRANCE","konso1",68
"2280",3,"RUSSIA","Bot",37
"2281",4,"GREECE","Unknown Player",14
"2282",1,"FRANCE","beniozaur",126
"2283",2,"ENGLAND","master_pain91",63
"2284",3,"RUSSIA","Unknown Player",44
"2285",4,"AZTECS","Bot",10
"2286",1,"AZTECS","romjiro",105
"2287",2,"ENGLAND","_maros",72
"2288",3,"GREECE","Bot",51
"2289",4,"CHINA","Bot",29
"2290",1,"GREECE","Unknown Player",104
"2291",2,"FRANCE","konso1",58
"2292",3,"ROME","master_pain91",52
"2293",4,"RUSSIA","beniozaur",14
"2294",1,"ROME","master_pain91",105
"2295",2,"FRANCE","beniozaur",66
"2296",3,"GREECE","Unknown Player",64
"2297",4,"ENGLAND","Bot",10
"2298",1,"FRANCE","konso1",105
"2299",2,"ENGLAND","mrevist",36
"2300",1,"PERSIA","saturns_hexagon",102
"2301",2,"ENGLAND","chillybilly42",58
"2302",3,"CHINA","Bot",48
"2303",4,"RUSSIA","wereas",31
"2304",5,"ARABIA","Bot",22
"2305",1,"ENGLAND","chillybilly42",112
"2306",2,"FRANCE","wereas",59
"2307",3,"AZTECS","saturns_hexagon",38
"2308",1,"RUSSIA","wereas",110
"2309",2,"EGYPT","chillybilly42",50
"2310",3,"GREECE","saturns_hexagon",21
"2311",1,"ARABIA","mazaaya",107
"2312",2,"FRANCE","zabarfish",96
"2313",3,"CHINA","lithaeus.",90
"2314",4,"ROME","Bot",25
"2315",1,"FRANCE","Bot",115
"2316",2,"GREECE","Bot",92
"2317",3,"ENGLAND","whiskeybum",36
"2318",4,"ROME","metatronyoutube",31
"2319",5,"RUSSIA","Bot",22
"2320",1,"ARABIA","mazaaya",108
"2321",2,"CHINA","zabarfish",78
"2322",3,"PERSIA","Bot",65
"2323",4,"RUSSIA","Bot",33
"2324",5,"ROME","Bot",17
"2325",1,"EGYPT","mrmedu7",110
"2326",2,"PERSIA","emol4007",39
"2327",3,"ENGLAND","Bot",26
"2328",4,"AZTECS","Bot",20
"2329",1,"ARABIA","mazaaya",106
"2330",2,"AZTECS","Bot",76
"2331",3,"ROME","Bot",52
"2332",4,"FRANCE","zabarfish",48
"2333",5,"CHINA","Bot",3
"2334",1,"CHINA","mrmedu7",112
"2335",2,"EGYPT","Bot",47
"2336",3,"AZTECS","Bot",25
"2337",4,"RUSSIA","emol4007",17
"2338",5,"ROME","Bot",8
"2339",6,"ARABIA","Bot",2
"2340",1,"ROME","Unknown Player",121
"2341",2,"CHINA","Unknown Player",95
"2342",3,"EGYPT","virtual_classic",59
"2343",4,"RUSSIA","Bot",44
"2344",5,"GREECE","Unknown Player",33
"2345",6,"ARABIA","Bot",30
"2346",7,"FRANCE","brunogaia_lac",2
"2347",1,"CHINA","Unknown Player",114
"2348",2,"FRANCE","brunogaia_lac",63
"2349",3,"ENGLAND","Unknown Player",42
"2350",4,"GREECE","virtual_classic",24
"2351",1,"ROME","sickeduck",110
"2352",2,"ENGLAND","Unknown Player",80
"2353",3,"FRANCE","Bot",54
"2354",4,"RUSSIA","kelsea5566",28
"2355",1,"CHINA","Moppedhupe|UTC+2",125
"2356",2,"FRANCE","brunogaia_lac",43
"2357",3,"AZTECS","Bot",8
"2358",4,"GREECE","Bot",1
"2359",1,"PERSIA","Unknown Player",102
"2360",2,"RUSSIA","cheab1s",63
"2361",3,"CHINA","darth.morgoth",38
"2362",1,"RUSSIA","Bot",103
"2363",2,"FRANCE","jfmoyen",102
"2364",3,"ENGLAND","Bot",77
"2365",4,"ROME",".marcel.f",33
"2366",5,"GREECE","Bot",25
"2367",1,"ROME","flankiewankie",106
"2368",2,"GREECE","bravefool",83
"2369",3,"PERSIA","Bot",50
"2370",4,"FRANCE","Bot",6
"2371",1,"ROME","rekaizu",111
"2372",2,"RUSSIA","Moppedhupe|UTC+2",62
"2373",3,"AZTECS","Bot",46
"2374",4,"ARABIA","Bot",29
"2375",5,"EGYPT","Bot",14
"2376",1,"ENGLAND","lithaeus.",100
"2377",2,"CHINA","zabarfish",81
"2378",3,"PERSIA","Bot",61
"2379",4,"ARABIA","mazaaya",50
"2380",5,"ROME","Bot",9
"2381",1,"RUSSIA","cannoliravioli",105
"2382",2,"EGYPT","Bot",77
"2383",3,"GREECE","cheeeeeeesy",63
"2384",4,"ENGLAND","Bot",43
"2385",1,"ENGLAND","drbofa.",100
"2386",2,"RUSSIA","astein10",35
"2387",1,"GREECE","Unknown Player",115
"2388",2,"RUSSIA","darth.morgoth",59
"2389",3,"EGYPT","virtual_classic",37
"2390",4,"ARABIA","Bot",21
"2391",1,"CHINA","hilikus91",97
"2392",2,"RUSSIA","Bot",84
"2393",3,"AZTECS","hubertkrummbein",78
"2394",4,"ARABIA","Bot",52
"2395",5,"ROME","Bot",39
"2396",1,"AZTECS","hubertkrummbein",123
"2397",2,"CHINA","hilikus91",87
"2398",3,"ROME","Bot",74
"2399",4,"RUSSIA","Bot",73
"2400",5,"ENGLAND","Bot",59
"2401",6,"PERSIA","Bot",31
"2402",1,"CHINA","glorious_axolotl_84151",110
"2403",2,"GREECE","bumbarcic",101
"2404",3,"FRANCE","Bot",92
"2405",4,"ENGLAND","Bot",5
"2406",1,"GREECE","kejkejrdm",113
"2407",2,"AZTECS","Unknown Player",89
"2408",3,"ROME","lewis_laswell",42
"2409",4,"ENGLAND","Bot",23
"2410",5,"FRANCE","konso1",15
"2411",6,"CHINA","mrevist",9
"2412",1,"GREECE","bumbarcic",123
"2413",2,"CHINA","glorious_axolotl_84151",109
"2414",3,"FRANCE","konso1",6
"2415",4,"RUSSIA","mrevist",2
"2416",1,"CHINA","kejkejrdm",116
"2417",2,"ENGLAND","michael8539",95
"2418",3,"AZTECS","Unknown Player",75
"2419",4,"PERSIA","Bot",40
"2420",5,"RUSSIA","Bot",4
"2421",1,"CHINA","glorious_axolotl_84151",113
"2422",2,"EGYPT","bumbarcic",61
"2423",3,"GREECE","Bot",54
"2424",4,"PERSIA","Bot",51
"2425",1,"FRANCE","deroht",105
"2426",2,"PERSIA","simpleki",67
"2427",3,"ARABIA","Bot",44
"2428",4,"ENGLAND","Bot",32
"2429",5,"EGYPT","Bot",22
"2430",1,"ROME","Unknown Player",108
"2431",2,"ENGLAND","michael8539",99
"2432",3,"PERSIA","Unknown Player",72
"2433",4,"EGYPT","Bot",28
"2434",5,"CHINA","bis3",23
"2435",6,"RUSSIA","Unknown Player",4
"2436",1,"FRANCE","konso1",115
"2437",2,"PERSIA","Bot",81
"2438",3,"ROME","mrevist",43
"2439",4,"RUSSIA","Bot",18
"2440",1,"FRANCE","domdom233",100
"2441",2,"RUSSIA","Moppedhupe|UTC+2",91
"2442",3,"ENGLAND","brunogaia_lac",86
"2443",4,"EGYPT","Unknown Player",2
"2444",1,"FRANCE","Unknown Player",122
"2445",2,"EGYPT","domdom233",72
"2446",3,"GREECE","brunogaia_lac",40
"2447",4,"ENGLAND","michael8539",37
"2448",5,"ROME","Unknown Player",37
"2449",6,"RUSSIA","Unknown Player",30
"2450",1,"EGYPT","kendan_xyz",103
"2451",2,"GREECE","Bot",73
"2452",3,"FRANCE","domdom233",66
"2453",4,"CHINA","Bot",50
"2454",5,"PERSIA","Bot",28
"2455",1,"ENGLAND","Moppedhupe|UTC+2",110
"2456",2,"EGYPT","virtual_classic",102
"2457",3,"ARABIA","Unknown Player",99
"2458",4,"FRANCE","brunogaia_lac",70
"2459",5,"PERSIA","Unknown Player",24
"2460",6,"RUSSIA","Bot",22
"2461",1,"CHINA","nu.meta",103
"2462",2,"GREECE","earthalchemist",60
"2463",3,"ARABIA","nypeakyblinders",13
"2464",1,"AZTECS","sireasygamer",113
"2465",2,"EGYPT","virtual_classic",64
"2466",3,"PERSIA","Bot",52
"2467",4,"ROME","Bot",34
"2468",5,"ARABIA","Bot",18
"2469",1,"CHINA","glorious_axolotl_84151",110
"2470",2,"ENGLAND","Unknown Player",74
"2471",3,"AZTECS","sireasygamer",58
"2472",4,"GREECE","Unknown Player",44
"2473",1,"CHINA","glorious_axolotl_84151",103
"2474",2,"AZTECS","meteorisvulcanus",67
"2475",3,"GREECE","Unknown Player",63
"2476",4,"EGYPT","axelklaar",60
"2477",5,"PERSIA","kloef",49
"2478",6,"RUSSIA","Bot",8
"2479",1,"GREECE","Unknown Player",115
"2480",2,"FRANCE","domdom233",56
"2481",3,"ROME","Unknown Player",44
"2482",4,"ARABIA","sy.kron",10
"2483",1,"ARABIA","Unknown Player",139
"2484",2,"ENGLAND","domdom233",85
"2485",3,"FRANCE","Bot",51
"2486",4,"RUSSIA","glorious_axolotl_84151",27
"2487",5,"CHINA","bumbarcic",19
"2488",1,"CHINA","bumbarcic",110
"2489",2,"ENGLAND","glorious_axolotl_84151",42
"2490",3,"FRANCE","lewis_laswell",12
"2491",1,"RUSSIA","bumbarcic",112
"2492",2,"CHINA","glorious_axolotl_84151",80
"2493",3,"AZTECS","Bot",52
"2494",4,"PERSIA","Bot",39
"2495",5,"ARABIA","Bot",21
"2496",1,"AZTECS","Unknown Player",120
"2497",2,"CHINA","Unknown Player",86
"2498",3,"PERSIA","Unknown Player",62
"2499",4,"GREECE","lewis_laswell",54
"2500",5,"ROME","Bot",53
"2501",6,"FRANCE","Bot",35
"2502",7,"EGYPT","archld",26
"2503",1,"FRANCE","bravefool",105
"2504",2,"ARABIA","mafro312",89
"2505",3,"ENGLAND","wazzabi99",45
"2506",4,"PERSIA","supermanvonhumpedinkthethird",17
"2507",1,"GREECE","kejkejrdm",123
"2508",2,"EGYPT","archld",99
"2509",3,"PERSIA","Unknown Player",66
"2510",4,"RUSSIA","Unknown Player",60
"2511",5,"FRANCE","brunogaia_lac",38
"2512",6,"CHINA","Unknown Player",30
"2513",1,"ARABIA","Unknown Player",118
"2514",2,"CHINA","bumbarcic",84
"2515",3,"PERSIA","sickeduck",56
"2516",4,"AZTECS","Unknown Player",54
"2517",1,"ENGLAND","Moppedhupe|UTC+2",123
"2518",2,"RUSSIA","Unknown Player",71
"2519",3,"PERSIA","Unknown Player",45
"2520",4,"AZTECS","Bot",43
"2521",5,"ROME","vivi_2525",21
"2522",1,"PERSIA","puszekse",106
"2523",2,"ARABIA","Moppedhupe|UTC+2",96
"2524",3,"ROME","vivi_2525",48
"2525",4,"GREECE","Bot",27
"2526",1,"AZTECS","sireasygamer",106
"2527",2,"PERSIA","Unknown Player",64
"2528",3,"FRANCE","Unknown Player",51
"2529",4,"ROME","konso1",17
"2530",1,"ARABIA","Unknown Player",112
"2531",2,"AZTECS","sireasygamer",42
"2532",3,"EGYPT","Unknown Player",41
"2533",4,"FRANCE","domdom233",29
"2534",1,"GREECE","Unknown Player",109
"2535",2,"AZTECS","sireasygamer",94
"2536",3,"FRANCE","domdom233",67
"2537",4,"ROME","rekaizu",51
"2538",5,"RUSSIA","Unknown Player",32
"2539",6,"ARABIA","Bot",2
"2540",1,"GREECE","Unknown Player",105
"2541",2,"EGYPT","sireasygamer",78
"2542",3,"FRANCE","Unknown Player",59
"2543",4,"CHINA","Unknown Player",33
"2544",5,"ROME","rekaizu",22
"2545",1,"GREECE","Unknown Player",112
"2546",2,"CHINA","Unknown Player",77
"2547",3,"FRANCE","Unknown Player",48
"2548",4,"ROME","rekaizu",47
"2549",5,"AZTECS","sireasygamer",16
"2550",1,"EGYPT","Unknown Player",100
"2551",2,"GREECE","sireasygamer",72
"2552",3,"RUSSIA","Unknown Player",58
"2553",4,"ROME","rekaizu",50
"2554",5,"PERSIA","Unknown Player",39
"2555",6,"FRANCE","brunogaia_lac",35
"2556",1,"FRANCE","puszekse",114
"2557",2,"ENGLAND","rekaizu",36
"2558",3,"CHINA","Unknown Player",9
"2559",1,"GREECE","Unknown Player",113
"2560",2,"FRANCE","sireasygamer",77
"2561",3,"RUSSIA","Unknown Player",45
"2562",4,"CHINA","Unknown Player",36
"2563",5,"ROME","Unknown Player",31
"2564",6,"ENGLAND","konso1",21
"2565",1,"ROME","puszekse",108
"2566",2,"PERSIA","Unknown Player",75
"2567",3,"ARABIA","Bot",63
"2568",4,"ENGLAND","rekaizu",51
"2569",5,"EGYPT","Unknown Player",46
"2570",6,"GREECE","sireasygamer",36
"2571",1,"EGYPT","puszekse",114
"2572",2,"ENGLAND","rekaizu",78
"2573",3,"GREECE","sireasygamer",40
"2574",1,"FRANCE","Unknown Player",104
"2575",2,"ENGLAND","rekaizu",104
"2576",3,"ARABIA","puszekse",68
"2577",4,"GREECE","sireasygamer",61
"2578",5,"ROME","Bot",2
"2579",1,"RUSSIA","Unknown Player",104
"2580",2,"ARABIA","puszekse",70
"2581",3,"GREECE","sireasygamer",57
"2582",4,"ROME","Unknown Player",52
"2583",5,"ENGLAND","rekaizu",20
"2584",6,"EGYPT","Bot",2
"2585",1,"FRANCE","Unknown Player",109
"2586",2,"PERSIA","puszekse",72
"2587",3,"RUSSIA","Bot",39
"2588",4,"ENGLAND","Bot",16
"2589",5,"GREECE","sireasygamer",7
"2590",1,"GREECE","sireasygamer",113
"2591",2,"ARABIA","Unknown Player",106
"2592",3,"PERSIA","puszekse",53
"2593",4,"EGYPT","Unknown Player",1
"2594",1,"ARABIA","Unknown Player",117
"2595",2,"AZTECS","puszekse",113
"2596",3,"ROME","Unknown Player",40
"2597",4,"GREECE","sireasygamer",7
"2598",1,"CHINA","puszekse",114
"2599",2,"GREECE","sireasygamer",84
"2600",3,"ARABIA","Unknown Player",73
"2601",4,"PERSIA","Bot",5
"2602",1,"ARABIA","Unknown Player",119
"2603",2,"RUSSIA","puszekse",85
"2604",3,"GREECE","sireasygamer",35
"2605",4,"ENGLAND","Bot",2
"2606",5,"PERSIA","Bot",0
"2607",1,"GREECE","sireasygamer",114
"2608",2,"EGYPT","virtual_classic",49
"2609",3,"CHINA","glorious_axolotl_84151",36
"2610",4,"ENGLAND","Unknown Player",22
"2611",5,"FRANCE","Moppedhupe|UTC+2",1
"2612",1,"PERSIA","not.sean",105
"2613",2,"ROME","froggy9k",58
"2614",3,"GREECE","Bot",57
"2615",4,"ARABIA","krockisontop",49
"2616",1,"CHINA","Moppedhupe|UTC+2",100
"2617",2,"PERSIA","Unknown Player",65
"2618",3,"FRANCE","Bot",30
"2619",4,"ROME","konso1",17
"2620",1,"RUSSIA","froggy9k",115
"2621",2,"AZTECS","not.sean",45
"2622",3,"ARABIA","Bot",38
"2623",4,"ENGLAND","krockisontop",24
"2624",5,"CHINA","Bot",21
"2625",1,"AZTECS","not.sean",111
"2626",2,"FRANCE","froggy9k",58
"2627",3,"RUSSIA","krockisontop",57
"2628",4,"CHINA","Bot",42
"2629",1,"GREECE","Unknown Player",115
"2630",2,"EGYPT","virtual_classic",33
"2631",3,"FRANCE","konso1",23
"2632",4,"ROME","jasonontko",21
"2633",5,"AZTECS","ohm5033",9
"2634",1,"CHINA","Unknown Player",116
"2635",2,"ENGLAND","Unknown Player",92
"2636",3,"ARABIA","Unknown Player",45
"2637",4,"AZTECS","darth.morgoth",38
"2638",5,"RUSSIA","Unknown Player",28
"2639",6,"FRANCE","bumbarcic",3
"2640",1,"ROME","steve8293",113
"2641",2,"FRANCE","istride",55
"2642",3,"CHINA","Bot",46
"2643",4,"EGYPT","Bot",17
"2644",5,"PERSIA","Bot",6
"2645",1,"FRANCE","froggy9k",123
"2646",2,"EGYPT","krockisontop",59
"2647",3,"RUSSIA","Bot",45
"2648",4,"GREECE","Bot",35
"2649",5,"ROME","not.sean",27
"2650",1,"ENGLAND","not.sean",115
"2651",2,"GREECE","krockisontop",50
"2652",3,"FRANCE","froggy9k",49
"2653",1,"GREECE","Unknown Player",100
"2654",2,"ROME","Unknown Player",66
"2655",3,"FRANCE","bumbarcic",52
"2656",4,"ARABIA","urist_notbirdofprey",33
"2657",1,"ROME","Unknown Player",107
"2658",2,"ARABIA","rschoogland",92
"2659",3,"EGYPT","derrechtsgurker",45
"2660",4,"FRANCE","Unknown Player",4
"2661",1,"ARABIA","dacrash",101
"2662",2,"RUSSIA","Bot",59
"2663",3,"ROME","loedldoedl",25
"2664",4,"ENGLAND","Bot",18
"2665",5,"PERSIA","Bot",14
"2666",1,"ARABIA","kejkejrdm",130
"2667",2,"GREECE","Unknown Player",101
"2668",3,"RUSSIA","dommjuan",47
"2669",4,"ROME","Unknown Player",29
"2670",5,"AZTECS","Unknown Player",15
"2671",1,"CHINA","dacrash",103
"2672",2,"ROME","loedldoedl",29
"2673",1,"GREECE","Unknown Player",117
"2674",2,"EGYPT","kejkejrdm",64
"2675",3,"ROME","Unknown Player",39
"2676",4,"FRANCE","brunogaia_lac",38
"2677",5,"AZTECS","Bot",20
"2678",1,"CHINA","kejkejrdm",106
"2679",2,"ROME","Unknown Player",94
"2680",3,"FRANCE","brunogaia_lac",47
"2681",4,"GREECE","Unknown Player",46
"2682",1,"CHINA","codenamesimon",111
"2683",2,"FRANCE","brunogaia_lac",102
"2684",3,"AZTECS","Bot",67
"2685",4,"ROME","Bot",30
"2686",5,"GREECE","Bot",2
"2687",1,"GREECE","Unknown Player",109
"2688",2,"RUSSIA","lossypi",77
"2689",3,"PERSIA","Bot",76
"2690",4,"FRANCE","anaiwnv",29
"2691",5,"EGYPT","palsol",28
"2692",1,"ENGLAND","Moppedhupe|UTC+2",111
"2693",2,"CHINA","Unknown Player",106
"2694",3,"ROME","tiekey",63
"2695",4,"PERSIA","Unknown Player",49
"2696",1,"FRANCE","domdom233",137
"2697",2,"ROME","Unknown Player",77
"2698",3,"CHINA","glorious_axolotl_84151",69
"2699",4,"RUSSIA","dommjuan",17
"2700",5,"AZTECS","Unknown Player",3
"2701",6,"ARABIA","Unknown Player",3
"2702",1,"EGYPT","darth.morgoth",113
"2703",2,"ARABIA","Unknown Player",99
"2704",3,"RUSSIA","dommjuan",62
"2705",4,"ENGLAND","Unknown Player",26
"2706",1,"AZTECS","zefyoco",110
"2707",2,"FRANCE","cho.fr",75
"2708",3,"ENGLAND","Bot",66
"2709",4,"GREECE","Bot",63
"2710",5,"ROME","Bot",32
"2711",6,"RUSSIA","Bot",5
"2712",1,"ARABIA","Bot",103
"2713",2,"PERSIA","phoog_",99
"2714",3,"ENGLAND","disocrdbot",74
"2715",4,"ROME","Bot",50
"2716",5,"GREECE","jorbio",0
"2717",1,"CHINA","lithaeus.",88
"2718",2,"FRANCE","mfs780",25
"2719",1,"RUSSIA","rekaizu",123
"2720",2,"ROME","critical_fail",70
"2721",3,"GREECE","Bot",34
"2722",4,"FRANCE","brunogaia_lac",28
"2723",1,"ROME","critical_fail",117
"2724",2,"RUSSIA","rekaizu",89
"2725",3,"PERSIA","Bot",51
"2726",4,"FRANCE","Bot",19
"2727",1,"ARABIA","puszekse",137
"2728",2,"ROME","Unknown Player",111
"2729",3,"FRANCE","brunogaia_lac",39
"2730",4,"PERSIA","Unknown Player",30
"2731",5,"RUSSIA","Unknown Player",19
"2732",6,"AZTECS","Bot",18
"2733",7,"EGYPT","Unknown Player",8
"2734",1,"AZTECS","Unknown Player",101
"2735",2,"RUSSIA","rekaizu",91
"2736",3,"ARABIA","puszekse",63
"2737",4,"PERSIA","Bot",46
"2738",5,"FRANCE","brunogaia_lac",13
"2739",1,"PERSIA","Unknown Player",101
"2740",2,"RUSSIA","rekaizu",60
"2741",3,"GREECE","puszekse",46
"2742",4,"ENGLAND","Bot",45
"2743",5,"ROME","critical_fail",38
"2744",6,"ARABIA","Unknown Player",23
"2745",7,"CHINA","Bot",20
"2746",1,"AZTECS","Unknown Player",113
"2747",2,"RUSSIA","rekaizu",69
"2748",3,"FRANCE","Bot",41
"2749",4,"ROME","Unknown Player",37
"2750",5,"GREECE","Unknown Player",33
"2751",6,"CHINA","vivi_2525",32
"2752",1,"RUSSIA","Unknown Player",112
"2753",2,"CHINA","vivi_2525",54
"2754",3,"AZTECS","Bot",47
"2755",4,"FRANCE","runfatboyrun",44
"2756",5,"EGYPT","liarf0x",15
"2757",1,"GREECE","sireasygamer",103
"2758",2,"EGYPT","puszekse",80
"2759",3,"ENGLAND","Bot",45
"2760",4,"PERSIA","Bot",37
"2761",5,"AZTECS","Bot",9
"2762",1,"RUSSIA","silvertabby",108
"2763",2,"FRANCE","Unknown Player",77
"2764",3,"CHINA","glorious_axolotl_84151",1
"2765",4,"ROME","Unknown Player",0
"2766",1,"EGYPT","bloodycrown",138
"2767",2,"ARABIA","creeperman_4life",103
"2768",3,"ENGLAND","Bot",75
"2769",4,"AZTECS","theweeb",53
"2770",5,"FRANCE","Bot",2
"2771",1,"GREECE","sireasygamer",109
"2772",2,"PERSIA","archld",64
"2773",3,"ARABIA","Bot",62
"2774",4,"CHINA","glorious_axolotl_84151",57
"2775",5,"AZTECS","Bot",28
"2776",1,"GREECE","sireasygamer",113
"2777",2,"CHINA","glorious_axolotl_84151",68
"2778",3,"AZTECS","archld",46
"2779",4,"RUSSIA","Bot",35
"2780",5,"ENGLAND","Bot",16
"2781",6,"PERSIA","Unknown Player",14
"2782",1,"FRANCE","bumbarcic",115
"2783",2,"CHINA","glorious_axolotl_84151",91
"2784",3,"GREECE","Bot",77
"2785",4,"ROME","Unknown Player",71
"2786",5,"EGYPT","Unknown Player",27
"2787",1,"FRANCE","lewis_laswell",107
"2788",2,"AZTECS","Bot",62
"2789",3,"RUSSIA","rekaizu",61
"2790",4,"CHINA","Unknown Player",1
"2791",1,"CHINA","mistersunshyne",105
"2792",2,"RUSSIA","ianmacp",82
"2793",3,"ENGLAND","Bot",76
"2794",4,"PERSIA","Bot",51
"2795",1,"RUSSIA","rekaizu",131
"2796",2,"ENGLAND","bumbarcic",117
"2797",3,"CHINA","glorious_axolotl_84151",96
"2798",4,"ROME","Bot",38
"2799",5,"GREECE","Unknown Player",7
"2800",6,"FRANCE","Unknown Player",3
"2801",1,"GREECE","mistersunshyne",103
"2802",2,"PERSIA","Bot",93
"2803",3,"ARABIA","Bot",54
"2804",4,"ENGLAND","Bot",31
"2805",5,"RUSSIA","ianmacp",3
"2806",1,"RUSSIA","Redips",106
"2807",2,"EGYPT",".darthone",92
"2808",3,"AZTECS","amfanfadisnfadgmi",81
"2809",4,"ENGLAND","Bot",34
"2810",1,"PERSIA","domdom233",121
"2811",2,"ROME","Unknown Player",70
"2812",3,"FRANCE","Unknown Player",46
"2813",4,"RUSSIA","Bot",40
"2814",5,"CHINA","creeperman_4life",35
"2815",1,"CHINA","glorious_axolotl_84151",117
"2816",2,"FRANCE","bumbarcic",90
"2817",3,"ROME","codenamesimon",63
"2818",4,"RUSSIA","Unknown Player",20
"2819",1,"AZTECS","cho.fr",110
"2820",2,"ARABIA","zefyoco",38
"2821",3,"FRANCE","Bot",14
"2822",1,"EGYPT","lord_dehf",111
"2823",2,"CHINA","heavypetter",86
"2824",3,"PERSIA","razorwiresc2",50
"2825",4,"RUSSIA",".yourlordandsaviour",19
"2826",1,"PERSIA","kejkejrdm",108
"2827",2,"FRANCE","spoonx2",58
"2828",3,"RUSSIA","rekaizu",43
"2829",4,"ROME","codenamesimon",42
"2830",5,"CHINA","glorious_axolotl_84151",16
"2831",6,"ENGLAND","Bot",1
"2832",1,"FRANCE","loafly",106
"2833",2,"ENGLAND","wazzabi99",91
"2834",3,"RUSSIA","mafro312",79
"2835",4,"CHINA","supermanvonhumpedinkthethird",54
"2836",5,"ROME","bravefool",45
"2837",1,"RUSSIA","Unknown Player",117
"2838",2,"FRANCE","Unknown Player",51
"2839",3,"EGYPT","rekaizu",43
"2840",4,"PERSIA","derrechtsgurker",38
"2841",1,"CHINA","spoonx2",121
"2842",2,"ARABIA","kejkejrdm",59
"2843",3,"RUSSIA","Unknown Player",50
"2844",4,"ENGLAND","Unknown Player",3
"2845",1,"ENGLAND","domdom233",104
"2846",2,"CHINA","glorious_axolotl_84151",41
"2847",3,"RUSSIA","rekaizu",2
"2848",4,"GREECE","darth.morgoth",1
"2849",1,"ENGLAND","heavypetter",102
"2850",2,"GREECE",".yourlordandsaviour",95
"2851",3,"PERSIA","razorwiresc2",43
"2852",4,"EGYPT","lord_dehf",39
"2853",1,"ENGLAND","Unknown Player",113
"2854",2,"AZTECS","sickeduck",107
"2855",3,"ARABIA","domdom233",104
"2856",4,"EGYPT","Bot",76
"2857",5,"CHINA","glorious_axolotl_84151",30
"2858",6,"RUSSIA","rekaizu",8
"2859",1,"CHINA","mance5072",112
"2860",2,"ROME","Bot",81
"2861",3,"RUSSIA","Bot",73
"2862",4,"AZTECS","Bot",68
"2863",5,"EGYPT","Bot",64
"2864",6,"ARABIA","Bot",52
"2865",7,"PERSIA","Bot",25
"2866",8,"FRANCE","crazymech_",20
"2867",9,"GREECE","Bot",19
"2868",1,"EGYPT","loafly",102
"2869",2,"RUSSIA","bravefool",95
"2870",3,"ENGLAND","wazzabi99",82
"2871",4,"ROME","supermanvonhumpedinkthethird",67
"2872",5,"AZTECS","Bot",51
"2873",6,"CHINA","mafro312",38
"2874",7,"GREECE","Bot",10
"2875",1,"EGYPT","rekaizu",108
"2876",2,"CHINA","glorious_axolotl_84151",86
"2877",3,"FRANCE","Bot",51
"2878",4,"ROME","Bot",11
"2879",1,"RUSSIA","Unknown Player",136
"2880",2,"FRANCE","brunogaia_lac",58
"2881",3,"CHINA","Bot",36
"2882",4,"GREECE","spinzo8974",32
